exp_num,gamma,doRewardMinus,doProbMinus,lr,hid_dim,objective
0,0.1,False,False,0.0005,128,20521964.0
1,0.1,False,False,0.0005,128,18021532.0
2,0.1,False,False,0.0005,128,18475296.0
3,0.1,False,False,0.0005,128,19685932.0
4,0.1,False,False,0.0005,128,18552700.0
5,0.1,False,False,0.0005,128,19043280.0
6,0.1,False,False,0.0005,128,18550570.0
7,0.1,False,False,0.0005,128,17110090.0
8,0.1,False,False,0.0005,128,18653236.0
9,0.1,False,False,0.0005,128,17629556.0
10,0.1,False,False,0.0005,128,19392838.0
11,0.1,False,False,0.0005,128,17909228.0
12,0.1,False,False,0.0005,128,17537936.0
13,0.1,False,False,0.0005,128,17841690.0
14,0.1,False,False,0.0005,128,18131374.0
15,0.1,False,False,0.0005,128,17774432.0
16,0.1,False,False,0.0005,128,16786058.0
17,0.1,False,False,0.0005,128,16219122.0
18,0.1,False,False,0.0005,128,19086068.0
19,0.1,False,False,0.0005,128,17496136.0
0,0.1,False,False,0.0005,256,20526276.0
1,0.1,False,False,0.0005,256,18023800.0
2,0.1,False,False,0.0005,256,18468244.0
3,0.1,False,False,0.0005,256,19697720.0
4,0.1,False,False,0.0005,256,18548486.0
5,0.1,False,False,0.0005,256,19025492.0
6,0.1,False,False,0.0005,256,18529576.0
7,0.1,False,False,0.0005,256,17109360.0
8,0.1,False,False,0.0005,256,18651196.0
9,0.1,False,False,0.0005,256,17614322.0
10,0.1,False,False,0.0005,256,19385904.0
11,0.1,False,False,0.0005,256,17886856.0
12,0.1,False,False,0.0005,256,17543872.0
13,0.1,False,False,0.0005,256,17807220.0
14,0.1,False,False,0.0005,256,18126182.0
15,0.1,False,False,0.0005,256,17732564.0
16,0.1,False,False,0.0005,256,16776494.0
17,0.1,False,False,0.0005,256,16209942.0
18,0.1,False,False,0.0005,256,19093338.0
19,0.1,False,False,0.0005,256,17512992.0
0,0.1,False,False,0.001,64,20491636.0
1,0.1,False,False,0.001,64,18011618.0
2,0.1,False,False,0.001,64,18471644.0
3,0.1,False,False,0.001,64,19687906.0
4,0.1,False,False,0.001,64,18537438.0
5,0.1,False,False,0.001,64,19033876.0
6,0.1,False,False,0.001,64,18577940.0
7,0.1,False,False,0.001,64,17113814.0
8,0.1,False,False,0.001,64,18660212.0
9,0.1,False,False,0.001,64,17635062.0
10,0.1,False,False,0.001,64,19385860.0
11,0.1,False,False,0.001,64,17867128.0
12,0.1,False,False,0.001,64,17535950.0
13,0.1,False,False,0.001,64,17835184.0
14,0.1,False,False,0.001,64,18140274.0
15,0.1,False,False,0.001,64,17729804.0
16,0.1,False,False,0.001,64,16765520.0
17,0.1,False,False,0.001,64,16208222.0
18,0.1,False,False,0.001,64,19129344.0
19,0.1,False,False,0.001,64,17569818.0
0,0.1,False,False,0.001,128,20491368.0
1,0.1,False,False,0.001,128,18044664.0
2,0.1,False,False,0.001,128,18487450.0
3,0.1,False,False,0.001,128,19690006.0
4,0.1,False,False,0.001,128,18557580.0
5,0.1,False,False,0.001,128,19062056.0
6,0.1,False,False,0.001,128,18543136.0
7,0.1,False,False,0.001,128,17109348.0
8,0.1,False,False,0.001,128,18647516.0
9,0.1,False,False,0.001,128,17630372.0
10,0.1,False,False,0.001,128,19368016.0
11,0.1,False,False,0.001,128,17901488.0
12,0.1,False,False,0.001,128,17546810.0
13,0.1,False,False,0.001,128,17818840.0
14,0.1,False,False,0.001,128,18129110.0
15,0.1,False,False,0.001,128,17725348.0
16,0.1,False,False,0.001,128,16766195.0
17,0.1,False,False,0.001,128,16211110.0
18,0.1,False,False,0.001,128,19098050.0
19,0.1,False,False,0.001,128,17517600.0
0,0.1,False,False,0.001,256,20490656.0
1,0.1,False,False,0.001,256,18008948.0
2,0.1,False,False,0.001,256,18497208.0
3,0.1,False,False,0.001,256,19683220.0
4,0.1,False,False,0.001,256,18540694.0
5,0.1,False,False,0.001,256,19016860.0
6,0.1,False,False,0.001,256,18532252.0
7,0.1,False,False,0.001,256,17109350.0
8,0.1,False,False,0.001,256,18655348.0
9,0.1,False,False,0.001,256,17621544.0
10,0.1,False,False,0.001,256,19387078.0
11,0.1,False,False,0.001,256,17880956.0
12,0.1,False,False,0.001,256,17537696.0
13,0.1,False,False,0.001,256,17842340.0
14,0.1,False,False,0.001,256,18124146.0
15,0.1,False,False,0.001,256,17717062.0
16,0.1,False,False,0.001,256,16769780.0
17,0.1,False,False,0.001,256,16205401.0
18,0.1,False,False,0.001,256,19121192.0
19,0.1,False,False,0.001,256,17494098.0
0,0.1,False,False,0.005,64,20534920.0
1,0.1,False,False,0.005,64,18005988.0
2,0.1,False,False,0.005,64,18462494.0
3,0.1,False,False,0.005,64,19685866.0
4,0.1,False,False,0.005,64,18567180.0
5,0.1,False,False,0.005,64,19025722.0
6,0.1,False,False,0.005,64,18543992.0
7,0.1,False,False,0.005,64,17100108.0
8,0.1,False,False,0.005,64,18648652.0
9,0.1,False,False,0.005,64,17609396.0
10,0.1,False,False,0.005,64,19364368.0
11,0.1,False,False,0.005,64,17883448.0
12,0.1,False,False,0.005,64,17539484.0
13,0.1,False,False,0.005,64,17838564.0
14,0.1,False,False,0.005,64,18128094.0
15,0.1,False,False,0.005,64,17717716.0
16,0.1,False,False,0.005,64,16794356.0
17,0.1,False,False,0.005,64,16207938.0
18,0.1,False,False,0.005,64,19089760.0
19,0.1,False,False,0.005,64,17496524.0
0,0.1,False,False,0.005,128,20491652.0
1,0.1,False,False,0.005,128,18011120.0
2,0.1,False,False,0.005,128,18437590.0
3,0.1,False,False,0.005,128,19688474.0
4,0.1,False,False,0.005,128,18536312.0
5,0.1,False,False,0.005,128,19027564.0
6,0.1,False,False,0.005,128,18545490.0
7,0.1,False,False,0.005,128,17102926.0
8,0.1,False,False,0.005,128,18667516.0
9,0.1,False,False,0.005,128,17618928.0
10,0.1,False,False,0.005,128,19403824.0
11,0.1,False,False,0.005,128,17935322.0
12,0.1,False,False,0.005,128,17572252.0
13,0.1,False,False,0.005,128,17819136.0
14,0.1,False,False,0.005,128,18123728.0
15,0.1,False,False,0.005,128,17732130.0
16,0.1,False,False,0.005,128,16844200.0
17,0.1,False,False,0.005,128,16245255.0
18,0.1,False,False,0.005,128,19113220.0
19,0.1,False,False,0.005,128,17514236.0
0,0.1,False,False,0.005,256,20507118.0
1,0.1,False,False,0.005,256,18043338.0
2,0.1,False,False,0.005,256,18538210.0
3,0.1,False,False,0.005,256,19762048.0
4,0.1,False,False,0.005,256,18540014.0
5,0.1,False,False,0.005,256,19035812.0
6,0.1,False,False,0.005,256,18537054.0
7,0.1,False,False,0.005,256,17108076.0
8,0.1,False,False,0.005,256,18647402.0
9,0.1,False,False,0.005,256,17623880.0
10,0.1,False,False,0.005,256,19380426.0
11,0.1,False,False,0.005,256,17912460.0
12,0.1,False,False,0.005,256,17537436.0
13,0.1,False,False,0.005,256,17850702.0
14,0.1,False,False,0.005,256,18127022.0
15,0.1,False,False,0.005,256,17721130.0
16,0.1,False,False,0.005,256,16784780.0
17,0.1,False,False,0.005,256,16228420.0
18,0.1,False,False,0.005,256,19093092.0
19,0.1,False,False,0.005,256,17564188.0
0,0.1,False,False,0.01,64,20497554.0
1,0.1,False,False,0.01,64,18010040.0
2,0.1,False,False,0.01,64,18462996.0
3,0.1,False,False,0.01,64,19692920.0
4,0.1,False,False,0.01,64,18554358.0
5,0.1,False,False,0.01,64,19045928.0
6,0.1,False,False,0.01,64,18553624.0
7,0.1,False,False,0.01,64,17119980.0
8,0.1,False,False,0.01,64,18661784.0
9,0.1,False,False,0.01,64,17614504.0
10,0.1,False,False,0.01,64,19356404.0
11,0.1,False,False,0.01,64,17891376.0
12,0.1,False,False,0.01,64,17539712.0
13,0.1,False,False,0.01,64,17813124.0
14,0.1,False,False,0.01,64,18140796.0
15,0.1,False,False,0.01,64,17725336.0
16,0.1,False,False,0.01,64,16794656.0
17,0.1,False,False,0.01,64,16220417.0
18,0.1,False,False,0.01,64,19093982.0
19,0.1,False,False,0.01,64,17516868.0
0,0.1,False,False,0.01,128,20553178.0
1,0.1,False,False,0.01,128,18043296.0
2,0.1,False,False,0.01,128,18494364.0
3,0.1,False,False,0.01,128,19693940.0
4,0.1,False,False,0.01,128,18565002.0
5,0.1,False,False,0.01,128,19045838.0
6,0.1,False,False,0.01,128,18539592.0
7,0.1,False,False,0.01,128,17142050.0
8,0.1,False,False,0.01,128,18657992.0
9,0.1,False,False,0.01,128,17615500.0
10,0.1,False,False,0.01,128,19368212.0
11,0.1,False,False,0.01,128,17921156.0
12,0.1,False,False,0.01,128,17561116.0
13,0.1,False,False,0.01,128,17856324.0
14,0.1,False,False,0.01,128,18121156.0
15,0.1,False,False,0.01,128,17728956.0
16,0.1,False,False,0.01,128,16789664.0
17,0.1,False,False,0.01,128,16243410.0
18,0.1,False,False,0.01,128,19117076.0
19,0.1,False,False,0.01,128,17512656.0
0,0.1,False,False,0.01,256,20536844.0
1,0.1,False,False,0.01,256,18004962.0
2,0.1,False,False,0.01,256,18558234.0
3,0.1,False,False,0.01,256,19716214.0
4,0.1,False,False,0.01,256,18553370.0
5,0.1,False,False,0.01,256,19076616.0
6,0.1,False,False,0.01,256,18628972.0
7,0.1,False,False,0.01,256,17147388.0
8,0.1,False,False,0.01,256,18686892.0
9,0.1,False,False,0.01,256,17633268.0
10,0.1,False,False,0.01,256,19393496.0
11,0.1,False,False,0.01,256,17913270.0
12,0.1,False,False,0.01,256,17586400.0
13,0.1,False,False,0.01,256,17857484.0
14,0.1,False,False,0.01,256,18145254.0
15,0.1,False,False,0.01,256,17795736.0
16,0.1,False,False,0.01,256,16777548.0
17,0.1,False,False,0.01,256,16243300.0
18,0.1,False,False,0.01,256,19121662.0
19,0.1,False,False,0.01,256,17503328.0
0,0.5,True,True,5e-05,64,21481410.0
1,0.5,True,True,5e-05,64,18631706.0
2,0.5,True,True,5e-05,64,19422728.0
3,0.5,True,True,5e-05,64,20023608.0
4,0.5,True,True,5e-05,64,19346924.0
5,0.5,True,True,5e-05,64,19737524.0
6,0.5,True,True,5e-05,64,19181904.0
7,0.5,True,True,5e-05,64,17681988.0
8,0.5,True,True,5e-05,64,19156224.0
9,0.5,True,True,5e-05,64,18011466.0
