vessel_id,block,length,width,height,weight,destination,slot_length,slot_width,slot_height,slot_space,block_space,Batch
 SN2456, E110P,16.0,12.0,7.6,19.0,신한내,25.0,12.0,1000.0,300.0,192.0,8_3.0
 SN2454, S621S,17.0,11.0,2.5,38.0,오비1,21.0,16.0,1000.0,336.0,187.0,2_1.0
 SN2611, T140S,14.0,14.0,2.9,30.0,신한내,23.0,14.0,1000.0,322.0,196.0,8_3.0
 SN2611, A210S,21.0,18.0,8.0,51.0,신한내,25.0,23.0,1000.0,575.0,378.0,8_4.0
 SN2591, S161S,15.0,13.0,3.1,37.0,신한내,23.0,14.0,1000.0,322.0,195.0,8_4.0
 SN2603, E440C,21.0,14.0,5.7,79.0,신한내,23.0,14.0,1000.0,322.0,294.0,8_4.0
 SN2627, E530S,14.0,14.0,6.9,35.0,오비3,21.0,15.0,1000.0,315.0,196.0,3_1.0
 SN2463, D39AS,20.0,11.0,2.0,13.0,OFD,25.0,16.0,1000.0,400.0,220.0,9_1.0
 SN2602, E540C,24.0,19.0,5.2,99.0,성동,25.0,22.0,1000.0,550.0,456.0,6_1.0
 SN2612, M220P,16.0,12.0,3.6,32.0,한내,25.0,14.0,1000.0,350.0,192.0,7_1.0
 SN2615, S190P,17.0,13.0,4.8,18.0,OFD,25.0,16.0,1000.0,400.0,221.0,9_1.0
 SN2611, S120P,22.0,19.0,5.4,63.0,성동,25.0,22.0,1000.0,550.0,418.0,6_1.0
 SN2454, F310P,16.0,13.0,7.8,24.0,신한내,25.0,23.0,1000.0,575.0,208.0,8_4.0
 SN2590, E510P,15.0,14.0,7.1,38.0,신한내,25.0,23.0,1000.0,575.0,210.0,8_4.0
 SN2601, D714S,22.0,11.0,2.5,22.0,한내,25.0,14.0,1000.0,350.0,242.0,7_1.0
 SN2627, E640S,22.0,11.0,5.4,19.0,오비1,24.0,17.0,1000.0,408.0,242.0,2_1.0
 SN2452, E710P,22.0,13.0,6.6,84.0,오비1,24.0,17.0,1000.0,408.0,286.0,2_1.0
 SN2616, E43AP,11.0,11.0,2.6,7.0,사내,,,,,294.0,6_1.0
 SN2602, D171P,20.0,11.0,1.9,46.0,사내,,,,,289.0,7_1.0
 SN2455, C390S,20.0,11.0,0.7,11.0,사내,,,,,192.0,7_1.0
 SN2463, A21FS,11.0,8.0,2.8,7.0,사내,,,,,88.0,6_1.0
 SN2616, S36XS,13.0,11.0,1.7,21.0,사내,,,,,315.0,6_1.0
 SN2463, A21FS,11.0,8.0,2.8,7.0,사내,,,,,88.0,6_1.0
 SN2601, S140P,21.0,19.0,5.4,59.0,사내,,,,,242.0,2_1.0
 SN2611, E310P,15.0,14.0,5.0,25.0,사내,,,,,221.0,4_1.0
 SN2455, A430C,14.0,11.0,3.1,39.0,사내,,,,,208.0,8_1.0
 SN2616, S35XP,14.0,11.0,1.7,20.0,사내,,,,,196.0,4_1.0
 SN2616, S35XP,14.0,11.0,1.7,20.0,사내,,,,,196.0,4_1.0
 SN2597, T350P,17.0,16.0,4.5,36.0,사내,,,,,220.0,0_1.0
 SN2616, E43AP,11.0,11.0,2.6,7.0,사내,,,,,294.0,6_1.0
 SN2601, S140P,21.0,19.0,5.4,59.0,사내,,,,,242.0,2_1.0
 SN2603, D130C,20.0,16.0,1.9,47.0,사내,,,,,294.0,6_2.0
 SN2455, A430C,14.0,11.0,3.1,39.0,사내,,,,,208.0,8_1.0
 SN2601, H130S,22.0,12.0,6.5,37.0,사내,,,,,165.0,7_1.0
 SN2614, S380S,15.0,14.0,3.1,19.0,사내,,,,,195.0,8_1.0
 SN2614, S380S,15.0,14.0,3.1,19.0,사내,,,,,195.0,8_1.0
 SN2597, T350P,17.0,16.0,4.5,36.0,사내,,,,,220.0,0_1.0
 SN2603, D530S,16.0,11.0,2.2,16.0,사내,,,,,77.0,6_2.0
 SN2603, D510S,18.0,11.0,2.2,16.0,사내,,,,,456.0,4_1.0
 SN2457, A211P,17.0,11.0,5.2,42.0,사내,,,,,306.0,6_2.0
 SN2603, D530S,16.0,11.0,2.2,16.0,사내,,,,,77.0,6_2.0
 SN2616, S35XP,14.0,11.0,1.7,20.0,사내,,,,,196.0,4_1.0
 SN2598, D713S,17.0,11.0,1.0,11.0,사내,,,,,176.0,7_1.0
 SN2455, A430C,14.0,11.0,3.1,39.0,사내,,,,,208.0,8_1.0
 SN2614, E440P,19.0,16.0,7.5,27.0,사내,,,,,288.0,6_2.0
 SN2463, A21FS,11.0,8.0,2.8,7.0,사내,,,,,88.0,6_2.0
 SN2599, E11BP,12.0,11.0,2.7,11.0,사내,,,,,154.0,1_1.0
 SN2627, B180P,19.0,16.0,2.3,47.0,사내,,,,,231.0,0_1.0
 SN2611, D181P,16.0,11.0,1.9,30.0,사내,,,,,209.0,9_1.0
 SN2599, E11BP,12.0,11.0,2.7,11.0,사내,,,,,154.0,1_1.0
 SN2603, D530S,16.0,11.0,2.2,16.0,사내,,,,,77.0,6_2.0
 SN2611, E310P,15.0,14.0,5.0,25.0,사내,,,,,221.0,4_2.0
 SN2616, E43AP,11.0,11.0,2.6,7.0,사내,,,,,294.0,6_3.0
 SN2603, T510P,11.0,6.0,2.7,7.0,사내,,,,,378.0,6_3.0
 SN2616, E41AP,15.0,11.0,3.9,15.0,사내,,,,,196.0,0_1.0
 SN2597, D400S,20.0,14.0,4.4,32.0,사내,,,,,231.0,1_1.0
 SN2614, S380S,15.0,14.0,3.1,19.0,사내,,,,,195.0,8_1.0
 SN2599, E11BP,12.0,11.0,2.7,11.0,사내,,,,,154.0,1_1.0
 SN2601, A110S,11.0,6.0,10.5,16.0,사내,,,,,315.0,8_2.0
