vessel_id,block,length,width,height,weight,destination,slot_length,slot_width,slot_height,slot_space,block_space,Batch
 SN2598, S112P,21.0,11.0,3.8,23.0,덕곡2,21.0,13.0,5.0,273.0,231.0,1_1.0
 SN2603, T320P,18.0,17.0,2.9,48.0,신한내,25.0,23.0,1000.0,575.0,306.0,8_4.0
 SN2601, B110P,21.0,16.0,3.8,67.0,성동,25.0,22.0,1000.0,550.0,336.0,6_2.0
 SN2608, E116P,11.0,8.0,2.4,9.0,봉암9,21.0,15.0,5.0,315.0,88.0,5_1.0
 SN2457, D292S,13.0,11.0,2.0,7.0,오비1,25.0,23.0,1000.0,575.0,143.0,2_2.0
 SN2602, D360P,15.0,14.0,4.9,24.0,봉암8,21.0,15.0,5.0,315.0,210.0,4_1.0
 SN2607, M410S,22.0,18.0,3.6,64.0,성동,25.0,22.0,1000.0,550.0,396.0,6_3.0
 SN2591, E130C,16.0,12.0,4.7,3.0,한내,25.0,14.0,1000.0,350.0,192.0,7_1.0
 SN2615, M310P,20.0,11.0,3.1,42.0,OFD,25.0,16.0,1000.0,400.0,220.0,9_1.0
 SN2603, E310P,15.0,14.0,5.0,25.0,신한내,23.0,14.0,1000.0,322.0,210.0,8_4.0
 SN2598, B140S,17.0,17.0,3.1,53.0,성동,25.0,22.0,1000.0,550.0,289.0,6_3.0
 SN2607, E541S,11.0,6.0,2.5,5.0,사내,,,,,256.0,6_1.0
 SN2597, M120P,19.0,13.0,6.0,68.0,사내,,,,,176.0,7_1.0
 SN2607, E232P,12.0,11.0,5.2,26.0,사내,,,,,300.0,4_1.0
 SN2454, H220P,17.0,11.0,4.6,26.0,사내,,,,,132.0,1_1.0
 SN2602, E520S,22.0,14.0,5.3,59.0,사내,,,,,252.0,6_1.0
 SN2452, S430P,19.0,19.0,8.0,35.0,사내,,,,,352.0,2_1.0
 SN2601, B121P,20.0,16.0,3.2,109.0,사내,,,,,210.0,6_1.0
 SN2601, D510S,22.0,11.0,7.0,36.0,사내,,,,,224.0,9_1.0
 SN2627, E360C,15.0,12.0,4.3,30.0,사내,,,,,352.0,7_1.0
 SN2607, E232P,12.0,11.0,5.2,26.0,사내,,,,,300.0,4_1.0
 SN2456, D193S,11.0,9.0,2.3,7.0,사내,,,,,306.0,4_1.0
 SN2598, M110S,21.0,11.0,5.7,78.0,사내,,,,,132.0,7_1.0
 SN2611, D401P,18.0,14.0,4.1,37.0,사내,,,,,132.0,6_1.0
 SN2454, S621P,17.0,11.0,2.5,38.0,사내,,,,,342.0,0_1.0
 SN2614, A410P,12.0,11.0,4.3,11.0,사내,,,,,300.0,5_1.0
 SN2607, E232P,12.0,11.0,5.2,26.0,사내,,,,,300.0,4_1.0
 SN2603, D340S,20.0,13.0,4.2,31.0,사내,,,,,224.0,7_1.0
 SN2598, S141P,16.0,16.0,2.6,78.0,사내,,,,,220.0,6_1.0
 SN2456, A12AP,11.0,7.0,2.8,6.0,사내,,,,,99.0,7_1.0
 SN2627, S180S,19.0,11.0,6.2,24.0,사내,,,,,209.0,7_1.0
 SN2597, M120P,19.0,13.0,6.0,68.0,사내,,,,,176.0,7_2.0
 SN2454, H220P,17.0,11.0,4.6,26.0,사내,,,,,132.0,1_1.0
 SN2611, D141P,20.0,11.0,1.9,52.0,사내,,,,,66.0,1_1.0
 SN2597, F210S,15.0,11.0,4.5,8.0,사내,,,,,110.0,1_1.0
 SN2456, D292S,13.0,11.0,2.0,7.0,사내,,,,,192.0,7_2.0
 SN2457, E413P,15.0,11.0,5.7,24.0,사내,,,,,88.0,8_1.0
 SN2603, F423S,11.0,10.0,7.2,10.0,사내,,,,,396.0,2_1.0
 SN2627, S180S,19.0,11.0,6.2,24.0,사내,,,,,209.0,7_2.0
 SN2454, S621P,17.0,11.0,2.5,38.0,사내,,,,,342.0,0_1.0
 SN2598, S141P,16.0,16.0,2.6,78.0,사내,,,,,220.0,6_1.0
 SN2455, T260C,11.0,10.0,3.0,16.0,사내,,,,,209.0,5_1.0
 SN2611, D141P,20.0,11.0,1.9,52.0,사내,,,,,66.0,1_1.0
 SN2455, T260C,11.0,10.0,3.0,16.0,사내,,,,,209.0,5_1.0
 SN2603, T150C,20.0,15.0,2.8,58.0,사내,,,,,306.0,5_1.0
 SN2590, E540S,15.0,14.0,3.4,33.0,사내,,,,,256.0,1_1.0
 SN2627, S180S,19.0,11.0,6.2,24.0,사내,,,,,209.0,7_2.0
 SN2598, S141P,16.0,16.0,2.6,78.0,사내,,,,,220.0,6_2.0
 SN2603, F331P,11.0,10.0,4.0,13.0,사내,,,,,66.0,5_1.0
 SN2597, F210S,15.0,11.0,4.5,8.0,사내,,,,,110.0,1_1.0
 SN2452, S430P,19.0,19.0,8.0,35.0,사내,,,,,352.0,2_1.0
 SN2614, F520P,13.0,11.0,5.2,11.0,사내,,,,,208.0,7_2.0
 SN2455, T260C,11.0,10.0,3.0,16.0,사내,,,,,209.0,5_1.0
 SN2611, D141P,20.0,11.0,1.9,52.0,사내,,,,,66.0,1_1.0
 SN2601, H140P,21.0,12.0,6.5,34.0,사내,,,,,289.0,8_1.0
 SN2601, H140P,21.0,12.0,6.5,34.0,사내,,,,,289.0,8_1.0
 SN2597, F210S,15.0,11.0,4.5,8.0,사내,,,,,110.0,1_1.0
 SN2455, T260C,11.0,10.0,3.0,16.0,사내,,,,,209.0,5_2.0
 SN2601, D510S,22.0,11.0,7.0,36.0,사내,,,,,224.0,9_1.0
 SN2597, F210S,15.0,11.0,4.5,8.0,사내,,,,,110.0,1_1.0
 SN2607, E541S,11.0,6.0,2.5,5.0,사내,,,,,256.0,6_2.0
 SN2627, D280P,20.0,12.0,1.6,35.0,사내,,,,,352.0,8_1.0
 SN2452, S430P,19.0,19.0,8.0,35.0,사내,,,,,352.0,2_2.0
 SN2607, E541S,11.0,6.0,2.5,5.0,사내,,,,,256.0,6_2.0
 SN2627, S090S,21.0,11.0,3.3,26.0,사내,,,,,225.0,7_2.0
 SN2627, D180P,20.0,13.0,4.2,41.0,사내,,,,,256.0,6_2.0
