,PROJ_NO,BLK_NO,LTH,BTH,HGT,NET_WGT,WKA_CD,DTL_ARNO_CD,MODI_WKA_DESC,WK_NM,IA_NOW_P_STG,NOW_CODE_DESC,IA_NOW_STDT,IA_NOW_FNDT,IM_NOW_FNDT,IA_NOW_SCTN_CD,IA_NOW_WKA_NM,IA_NOW_WK_CENT_DSC,IA_AF_BLK_NO,IA_AF_P_STG,AF_CODE_DESC,IA_AF_STDT,IA_AF_FNDT,IM_AF_STDT,IA_AF_SCTN_CD,IA_AF_WK_CENT,IA_AF_WKA_NM,IA_AF_WK_CENT_DSC,LOGI_UPLOAD_DT,LOGI_CHK_DT,LOGI_CHK_DESC,TRNS_FNDT,EXP_PRE_OUTFIT_STDT,IA_AF_STDT_HIS,TB_NM,IN_OUT_AREA,ACCUM_YN,LEN_PROJ_NO,LEN_BLK_NO,LOG_TIME,NOW_WORK,CHECK_CUR_JOB,CHECK_NEXT_JOB,LOGI_BUFFER_TIME,CHECK_SIZE,CHECK_DAY_NIGHT,CHECK_WORK,CHECK_IN,RANK
274,SN2634,E220S,9.800,12.700,4.900,17.000,HNRD01,14,HNRD01-14,부수이동,OU,올리기(BLOCK LIFT UP),20240308,2024-03-08,20240226,생산2,,,E220S,O,선행의장(OUTFITTING),20240322,2024-04-05,20240312,생산2,1H92500,HN,선행의장부신한내의장과,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,275
275,SN2457,H150P,19.300,6.100,3.400,26.000,HNRD01,18,HNRD01-18,부수이동,R,TURN OVER,20240308,2024-03-08,20240229,생산2,,,B15GP,OG,MAIN 의장,20240312,2024-03-25,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,276
276,SN2599,E513S,9.900,5.200,3.400,16.000,HNE,30,HNE-30,부수이동,OP,내업의장,20240305,2024-03-08,20240315,생산2,HN,선행의장부신한내의장과,E510S,A,대조립(ASSEMBLY),20240321,2024-04-09,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,277
277,SN2599,E513P,9.900,5.200,3.400,16.000,HNE,20,HNE-20,부수이동,OP,내업의장,20240305,2024-03-08,20240315,생산2,HN,선행의장부신한내의장과,E510P,S,소조립(SUB ASSEMBLY),20240312,2024-03-19,,생산2,1H47100,333,가공부소조립과,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,278
278,SN2599,E512S,9.600,5.200,3.400,15.000,HNE,20,HNE-20,부수이동,OP,내업의장,20240308,2024-03-12,20240318,생산2,HN,선행의장부신한내의장과,E510S,A,대조립(ASSEMBLY),20240321,2024-04-09,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,279
279,SN2599,E512P,11.200,5.200,3.400,15.000,HNE,20,HNE-20,부수이동,OP,내업의장,20240308,2024-03-12,20240315,생산2,HN,선행의장부신한내의장과,E510P,S,소조립(SUB ASSEMBLY),20240312,2024-03-19,,생산2,1H47100,346,가공부소조립과,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,280
280,SN2599,E511S,16.100,17.000,1.900,49.000,HNE,04,HNE-04,부수이동,OP,내업의장,20240305,2024-03-12,20240319,생산2,HN,선행의장부신한내의장과,E510S,A,대조립(ASSEMBLY),20240321,2024-04-09,,,,,,,,,20240307,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,281
281,SN2607,E350C,12.300,15.100,4.900,36.000,HNE,02,HNE-02,부수이동,O,선행의장(OUTFITTING),20240220,2024-03-12,20240307,생산2,HN,선행의장부신한내의장과,E350C,OU,올리기(BLOCK LIFT UP),20240313,2024-03-13,20240312,생산2,,,,,,,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,0,-36524,1,0,1,1,282
282,SN2607,E340C,16.900,19.400,4.900,57.000,HNE,03,HNE-03,부수이동,O,선행의장(OUTFITTING),20240219,2024-03-12,20240307,생산2,HN,선행의장부신한내의장과,E340C,OU,올리기(BLOCK LIFT UP),20240318,2024-03-18,20240312,생산2,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,0,-36524,1,0,1,1,283
283,SN2454,S210P,18.500,14.800,8.400,32.000,HNE,18,HNE-18,부수이동,OU,올리기(BLOCK LIFT UP),20240312,2024-03-12,20240223,생산2,H,선행도장부선행도장2과,B21UC,TH,PE 족장해체(PE DESTAGING),20240403,2024-04-03,,,,,,,,,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,-36524,1,0,1,1,284
284,SN2634,E220P,9.800,12.700,4.900,16.000,HNE,07,HNE-07,부수이동,OU,올리기(BLOCK LIFT UP),20240308,2024-03-08,20240226,생산2,,,E220P,O,선행의장(OUTFITTING),20240322,2024-04-05,20240312,생산2,1H92500,HN,선행의장부신한내의장과,,,,20240308,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,285
285,SN2634,E210S,14.900,17.700,3.300,25.000,HNE,28,HNE-28,부수이동,OU,올리기(BLOCK LIFT UP),20240308,2024-03-08,20240226,생산2,,,E210S,O,선행의장(OUTFITTING),20240325,2024-04-08,20240312,생산2,1H92500,HN,선행의장부신한내의장과,,,,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,286
286,SN2634,E210P,14.900,11.800,3.300,26.000,HNE,17,HNE-17,부수이동,OU,올리기(BLOCK LIFT UP),20240308,2024-03-08,20240226,생산2,,,E210P,O,선행의장(OUTFITTING),20240325,2024-04-08,20240312,생산2,1H92500,HN,선행의장부신한내의장과,,,,20240308,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,287
287,SN2457,H330S,20.400,6.200,2.700,29.000,HND,22,HND-22,부수이동,R,TURN OVER,20240311,2024-03-11,20240227,생산2,,,B13GS,TH,PE 족장해체(PE DESTAGING),20240322,2024-03-22,,,,,,,,,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,-36524,1,0,1,1,288
288,SN2455,S830S,16.200,8.000,5.800,23.000,HND,21,HND-21,부수이동,OU,올리기(BLOCK LIFT UP),20240311,2024-03-11,20240226,생산2,,,B23VC,TH,PE 족장해체(PE DESTAGING),20240411,2024-04-11,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,-36524,1,0,1,1,289
289,SN2455,S830P,16.200,8.000,5.800,23.000,HND,01,HND-01,부수이동,OU,올리기(BLOCK LIFT UP),20240311,2024-03-11,20240226,생산2,,,B23VC,TH,PE 족장해체(PE DESTAGING),20240411,2024-04-11,,,,,,,,,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,-36524,1,0,1,1,290
290,SN2456,B120S,20.000,15.700,2.200,50.000,HND,12,HND-12,사외IN,OU,올리기(BLOCK LIFT UP),20240305,2024-03-05,20240228,생산2,,,B12GS,OG,MAIN 의장,20240305,2024-03-18,,,,,,,,,20240302,20240206,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,291
291,SN2456,B120P,20.000,15.800,2.200,50.000,HND,11,HND-11,사외IN,OU,올리기(BLOCK LIFT UP),20240305,2024-03-05,20240228,생산2,,,B12GP,OG,MAIN 의장,20240305,2024-03-18,,,,,,,,,20240302,20240206,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,292
292,SN2454,Y900C,12.200,8.200,2.800,64.000,HND,31,HND-31,기타이동,A,대조립(ASSEMBLY),20230925,2024-01-09,20240109,생산3,FS1,해)가공부기계가공과,Y900C,OM,밀링(Milling),20240126,2024-03-14,20240110,생산2,,,,,,,20240307,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,1,0,-36524,1,0,1,1,293
293,SN2608,E240C,15.000,20.900,4.000,73.000,HND,02,HND-02,부수이동,O,선행의장(OUTFITTING),20240223,2024-03-08,20240314,생산2,HN,선행의장부신한내의장과,E240C,OU,올리기(BLOCK LIFT UP),20240318,2024-03-18,20240319,생산2,,,,,,,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,0,-36524,1,0,1,1,294
294,SN2607,E380C,3.600,18.800,3.500,14.000,HND,32,HND-32,부수이동,O,선행의장(OUTFITTING),20240220,2024-03-04,20240226,생산2,HN,선행의장부신한내의장과,E380C,TP,도장 족장설치(PNT STAGING),20240313,2024-03-13,20240229,생산2,1G43200,3P1,족장부족장2과,,,,20240301,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,3,-36524,1,0,1,1,295
295,SN2607,E370C,6.000,18.800,2.900,17.000,HND,22,HND-22,부수이동,O,선행의장(OUTFITTING),20240214,2024-02-27,20240227,생산2,HN,선행의장부신한내의장과,E370C,TP,도장 족장설치(PNT STAGING),20240313,2024-03-13,20240304,생산2,1G43200,3P1,족장부족장2과,,,,20240228,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,3,-36524,1,0,1,1,296
296,SN2607,E360C,10.000,4.900,1.900,9.000,HND,33,HND-33,부수이동,O,선행의장(OUTFITTING),20240222,2024-03-07,20240228,생산2,HN,선행의장부신한내의장과,E360C,TP,도장 족장설치(PNT STAGING),20240315,2024-03-15,20240305,생산2,1G43200,3P1,족장부족장2과,,,,20240301,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,3,-36524,1,0,1,1,297
297,SN2599,E511P,16.100,17.000,1.900,45.000,HND,27,HND-27,부수이동,OP,내업의장,20240304,2024-03-11,20240318,생산2,HN,선행의장부신한내의장과,E510P,S,소조립(SUB ASSEMBLY),20240312,2024-03-19,,생산2,1H47100,321,가공부소조립과,,,,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,298
298,SN2598,Y900S,8.600,6.400,2.400,23.000,HNC,15,HNC-15,부수이동,A,대조립(ASSEMBLY),20231220,2024-02-28,20240228,생산3,FS1,해)가공부기계가공과,Y900S,OM,밀링(Milling),20240401,2024-04-22,20240319,생산2,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,1,0,-36524,1,0,1,1,299
299,SN2598,Y900P,8.600,6.400,2.400,23.000,HNC,17,HNC-17,부수이동,A,대조립(ASSEMBLY),20231226,2024-03-07,20240216,생산3,FS1,해)가공부기계가공과,Y900P,OM,밀링(Milling),20240325,2024-04-12,20240319,생산2,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,1,0,-36524,1,0,1,1,300
300,SN2627,Y900C,9.400,10.000,2.300,52.000,HNC,13,HNC-13,부수이동,A,대조립(ASSEMBLY),20231109,2024-02-27,20240130,생산3,FS1,해)가공부기계가공과,Y900C,OM,밀링(Milling),20240319,2024-04-11,20240319,생산2,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,1,0,-36524,1,0,1,1,301
301,SN2455,F52GC,15.800,29.300,5.300,0.000,HNB,09,HNB-09,PE착수,OU,올리기(BLOCK LIFT UP),20240311,2024-03-11,20240219,생산2,,,B23VC,TH,PE 족장해체(PE DESTAGING),20240411,2024-04-11,,생산2,1G43200,HN,족장부족장2과,,,,20240203,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,-36524,1,0,1,1,302
302,SN2607,E32PS,26.900,15.400,5.500,0.000,HNB,02,HNB-02,PE착수,G,PE(PRE-ERECTION),20240226,2024-03-12,20240305,생산2,HN,신한내건조부건조1과,E32PS,TP,도장 족장설치(PNT STAGING),20240318,2024-03-18,20240307,생산2,1H92100,HN,신한내건조부건조1과,,,,20240226,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,3,-36524,1,0,1,1,303
303,SN2601,T11GC,30.800,30.200,2.700,0.000,HNB,12,HNB-12,PE착수,G,PE(PRE-ERECTION),20240219,2024-03-12,20240304,생산2,HN,신한내건조부건조1과,T11GC,T,TOUCH UP,20240313,2024-03-19,20240305,생산2,1H92100,HN,신한내건조부건조1과,,,,20240220,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,-36524,1,0,1,1,304
304,SN2611,D390P,15.000,13.000,4.200,24.000,HA,05,HA-05,부수이동,P,도장(Paint),20240304,2024-03-12,20240312,생산1,H,선행도장부선행도장2과,D390P,OU,올리기(BLOCK LIFT UP),20240313,2024-03-13,20240313,생산2,,,,,,,20240307,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,3,0,-36524,1,0,1,1,305
305,SN2627,E520S,16.100,15.300,8.000,45.000,GC03,02,GC03-02,부수이동,R,TURN OVER,20240312,2024-03-12,20240220,생산2,3K,선행도장부선행도장1과,E51GS,TH,PE 족장해체(PE DESTAGING),20240322,2024-03-22,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,-36524,1,0,1,1,306
306,SN2611,G130S,6.600,15.300,4.300,18.000,GC02,01,GC02-01,부수이동,R,TURN OVER,20240311,2024-03-11,,생산2,,,G130S,OJ,"T/O 후 의장(31,41)",20240312,2024-03-14,20240226,생산2,1G58200,3J,선행의장부선행의장1과,,,,20240312,20240312,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,307
307,SN2614,E570P,12.700,11.900,4.400,29.000,GA,06,GA-06,부수이동,OI,INSULATION,20240306,2024-03-06,20240313,생산1,1D,,E570P,E,탑재(ERECTION),20240318,2024-03-18,20240314,생산1,1J93100,1D,전략생산팀(건조그룹)건조1과,,,,20240307,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,-36524,1,0,1,1,308
308,SN2611,F120C,14.100,14.100,4.300,20.000,GA,01,GA-01,부수이동,P,도장(Paint),20240228,2024-03-08,20240308,생산1,H,선행도장부선행도장2과,F120C,TQ,도장 족장해체(PNT DESTAGING),20240313,2024-03-13,20240308,생산2,1G43200,3K,족장부족장2과,,,,20240312,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,3,3,-36524,1,0,1,1,309
309,SN2615,C730S,2.900,11.300,1.800,6.000,FB,04,FB-04,블록이동,R,TURN OVER,20240312,2024-03-12,20240311,생산1,KK,금광중공업(주)-함안,E61GS,OG,MAIN 의장,20240312,2024-03-29,,,,,,,,,20240308,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,310
310,SN2615,C710S,1.700,9.900,0.700,5.000,FB,04,FB-04,블록이동,R,TURN OVER,20240312,2024-03-12,20240311,생산1,KK,금광중공업(주)-함안,E61GS,OG,MAIN 의장,20240312,2024-03-29,,,,,,,,,20240308,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,311
311,SN2612,D351S,15.500,14.100,4.700,36.000,FA,01,FA-01,부수이동,M,중조(MID ASSEMBLY),20240305,2024-03-08,20240305,생산1,N2,[가상]전략생산팀(가공그룹)조립2과,D351S,OP,내업의장,20240318,2024-03-26,20240306,생산1,1J95300,UA,전략생산팀(의장그룹)의장3과,,,,20240312,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,312
312,SN2608,T141P,13.400,14.400,2.800,59.000,DB,01,DB-01,선행의장OUT,OP,내업의장,20240307,2024-03-12,20240308,생산1,UA,전략생산팀(의장그룹)의장3과,T140P,TP,도장 족장설치(PNT STAGING),20240329,2024-03-29,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,3,-36524,1,0,1,1,313
313,SN2616,A221S,16.800,16.200,4.600,46.000,DA,01,DA-01,부수이동,M,중조(MID ASSEMBLY),20240227,2024-03-08,20240307,생산1,N3,[가상]전략생산팀(가공그룹)조립1과,A221S,OP,내업의장,20240318,2024-03-19,20240308,생산1,1J95300,S1,전략생산팀(의장그룹)의장3과,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,314
314,SN2615,E533S,4.200,5.300,2.800,6.000,CA,01,CA-01,부수이동,OP,내업의장,20240219,2024-02-21,20240222,생산1,S1,전략생산팀(의장그룹)의장3과,E530S,A,대조립(ASSEMBLY),20240304,2024-03-18,,,,,,,,,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,315
315,SN2615,E533P,4.200,5.300,2.800,6.000,CA,01,CA-01,T/O장IN,OP,내업의장,20240216,2024-02-20,20240216,생산1,S1,전략생산팀(의장그룹)의장3과,E530P,A,대조립(ASSEMBLY),20240304,2024-03-18,,,,,,,,,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,316
316,SN2607,D361S,14.900,13.800,4.100,38.000,A4,08,A4-08,부수이동,M,중조(MID ASSEMBLY),20240229,2024-03-07,20240306,생산1,N2,[가상]전략생산팀(가공그룹)조립2과,D361S,OP,내업의장,20240318,2024-03-26,20240307,생산1,1J95300,UA,전략생산팀(의장그룹)의장3과,,,,20240307,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,317
317,SN2598,D410S,14.700,13.000,4.200,28.000,A4,09,A4-09,조립OUT,A,대조립(ASSEMBLY),20240304,2024-03-12,20240312,생산1,N2,[가상]전략생산팀(가공그룹)조립2과,D410S,TO,SHOP OUT(검사/OUT),20240318,2024-03-18,20240313,생산1,1J92200,A4,[가상]전략생산팀(가공그룹)조립1과,,,,20240308,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,1,0,-36524,1,0,1,1,318
318,SN2601,D380S,15.400,13.500,4.400,26.000,A4,05,A4-05,조립OUT,A,대조립(ASSEMBLY),20240223,2024-03-07,20240305,생산1,A4,[가상]전략생산팀(가공그룹)조립2과,D380S,OP,내업의장,20240319,2024-03-25,20240312,생산1,1J95300,UA,전략생산팀(의장그룹)의장3과,,,,20240307,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,1,2,-36524,1,0,1,1,319
319,SN2607,M110S,10.200,21.200,6.200,80.000,8QC,08,8QC-08,부수이동,OU,올리기(BLOCK LIFT UP),20240124,2024-01-24,20240124,생산2,,,M11UC,OG,MAIN 의장,20240124,2024-03-29,,,,,,,,,20240219,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,320
320,SN2607,M110P,10.200,21.300,6.200,83.000,8QC,08,8QC-08,부수이동,OU,올리기(BLOCK LIFT UP),20240124,2024-01-24,20240124,생산2,,,M11UC,OG,MAIN 의장,20240124,2024-03-29,,,,,,,,,20240219,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,321
321,SN2455,B11GC,18.300,42.200,5.000,0.000,8QC,01,8QC-01,부수이동,OU,올리기(BLOCK LIFT UP),20240123,2024-01-23,20240122,생산2,,,E11VC,TH,PE 족장해체(PE DESTAGING),20240319,2024-03-19,,생산2,1G43200,8Q,족장부족장2과,,,,20240127,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,-36524,1,0,1,1,322
322,SN2454,B23GC,16.200,31.000,12.700,0.000,8QC,13,8QC-13,부수이동,G,PE(PRE-ERECTION),20240208,2024-02-08,20240131,생산2,8Q,건조1부건조1과,B23VC,OG,MAIN 의장,20240214,2024-04-12,,생산2,1H60000,8Q,의장팀,,,,20240307,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,323
323,SN2457,E370S,16.000,9.700,5.200,15.000,68,08,68-08,선행의장IN,O,선행의장(OUTFITTING),20240223,2024-03-11,20240311,생산2,3I,선행의장부선행의장2과,E370S,TK,YARD OUT,20240313,2024-03-14,20240311,생산2,,,,,,,20240229,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,0,-36524,1,0,1,1,324
324,SN2608,A110P,6.300,4.800,10.700,18.000,68,05,68-05,선행의장IN,OP,내업의장,20240307,2024-03-12,20240207,생산2,3I,선행의장부선행의장2과,A110P,OA,AIR TEST,20240313,2024-03-13,20240208,생산2,,,,,,,20240304,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,0,-36524,1,0,1,1,325
325,SN2612,F531S,10.300,8.900,2.800,11.000,62BAY,01,62BAY-01,부수이동,OP,내업의장,20240312,2024-03-12,20240318,생산2,3J,선행의장부선행의장1과,F530C,S,소조립(SUB ASSEMBLY),20240312,2024-03-14,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,326
326,SN2612,F531P,10.300,8.900,2.800,11.000,62BAY,01,62BAY-01,부수이동,M,중조(MID ASSEMBLY),20240228,2024-03-11,20240315,생산2,62A,조립부조립2과,F530C,S,소조립(SUB ASSEMBLY),20240312,2024-03-14,,생산2,1H47100,334,가공부소조립과,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,1,-36524,1,0,1,1,327
327,SN2634,M220S,11.600,17.400,3.500,34.000,57C,05,57C-05,부수이동,OU,올리기(BLOCK LIFT UP),20240311,2024-03-11,20240311,생산2,,,M11UC,TP,도장 족장설치(PNT STAGING),20240508,2024-05-08,,생산2,1G43200,SGH,족장부족장2과,,,,20240226,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,3,-36524,1,0,1,1,328
328,SN2634,M220P,11.600,17.500,3.500,34.000,57C,05,57C-05,부수이동,OU,올리기(BLOCK LIFT UP),20240311,2024-03-11,20240311,생산2,,,M11UC,TP,도장 족장설치(PNT STAGING),20240508,2024-05-08,,생산2,1G43200,SGH,족장부족장2과,,,,20240226,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,3,-36524,1,0,1,1,329
329,SN2634,M210S,10.100,19.600,3.500,55.000,57C,01,57C-01,부수이동,OU,올리기(BLOCK LIFT UP),20240308,2024-03-08,20240308,생산2,,,M11UC,TP,도장 족장설치(PNT STAGING),20240508,2024-05-08,,생산2,1G43200,SGH,족장부족장2과,,,,20240222,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,3,-36524,1,0,1,1,330
330,SN2634,M210P,10.100,19.700,3.500,54.000,57C,02,57C-02,부수이동,OU,올리기(BLOCK LIFT UP),20240308,2024-03-08,20240308,생산2,,,M11UC,TP,도장 족장설치(PNT STAGING),20240508,2024-05-08,,생산2,1G43200,SGH,족장부족장2과,,,,20240222,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,3,-36524,1,0,1,1,331
331,SN2609,E11ES,12.200,5.200,3.000,13.000,53BAY,01,53BAY-01,부수이동,MP,선행중조,20240208,2024-02-22,20240227,생산2,61A,조립부조립1과,E113S,M,중조(MID ASSEMBLY),20240304,2024-03-21,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,-36524,1,0,1,1,332
332,SN2609,E11EP,12.200,5.200,3.000,13.000,53BAY,01,53BAY-01,부수이동,MP,선행중조,20240208,2024-02-22,20240227,생산2,61A,조립부조립1과,E113P,M,중조(MID ASSEMBLY),20240304,2024-03-21,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,-36524,1,0,1,1,333
333,SN2454,S210S,18.500,14.800,8.400,32.000,3R51,04,3R51-04,부수이동,OU,올리기(BLOCK LIFT UP),20240312,2024-03-12,20240223,생산2,3K,선행도장부선행도장1과,B21UC,TH,PE 족장해체(PE DESTAGING),20240403,2024-04-03,,,,,,,,,20240312,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,-36524,1,0,1,1,334
334,SN2456,E350C,13.400,19.100,2.900,53.000,3R51,11,3R51-11,부수이동,P,도장(Paint),20240304,2024-03-11,20240307,생산2,3K,선행도장부선행도장1과,E350C,OC,CABLING,20240315,2024-03-18,20240312,생산3,,F7Q,,,,,20240312,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,3,0,-36524,1,0,1,1,335
